OID_,NAME,ZONE_CODE,Soil_10_40_COUNT,Soil_10_40_AREA,Soil_10_40_MIN,Soil_10_40_MAX,Soil_10_40_RANGE,Soil_10_40_MEAN,Soil_10_40_STD,Soil_10_40_SUM,Soil_10_40_VARIETY,Soil_10_40_MAJORITY,Soil_10_40_MINORITY,Soil_10_40_MEDIAN,Soil_10_40_PCT90,Date,Soil_10_40_Year,Soil_10_40_Month,MERGE_SRC
1,Nekatambe,1,4.000000000000000,0.039999999999995,3002,3657,655,3332.500000000000000,317.671607166898000,13330.000000000000000,4,3002,3002,3028,3657,1501,15,1,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1501_WMA
2,Nemananga,2,2.000000000000000,0.019999999999998,3001,3111,110,3056.000000000000000,55.000000000000000,6112.000000000000000,2,3001,3001,3001,3111,1501,15,1,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1501_WMA
3,Sidinda,3,6.000000000000000,0.059999999999993,2984,3653,669,3345.166666666670000,299.272126258954000,20071.000000000000000,6,2984,2984,3101,3653,1501,15,1,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1501_WMA
4,Simangani,4,5.000000000000000,0.049999999999994,2863,3646,783,3355.000000000000000,328.637794539825000,16775.000000000000000,5,2863,2863,3581,3646,1501,15,1,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1501_WMA
5,Unknown 16,5,1.000000000000000,0.009999999999999,3011,3011,0,3011.000000000000000,0.000000000000000,3011.000000000000000,1,3011,3011,3011,3011,1501,15,1,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1501_WMA
6,Chidobe,6,1.000000000000000,0.009999999999999,3136,3136,0,3136.000000000000000,0.000000000000000,3136.000000000000000,1,3136,3136,3136,3136,1501,15,1,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1501_WMA
7,Jambezi,7,2.000000000000000,0.019999999999998,3093,3094,1,3093.500000000000000,0.500000000000000,6187.000000000000000,2,3093,3093,3093,3094,1501,15,1,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1501_WMA
8,Kachecheti,8,2.000000000000000,0.019999999999998,3123,3134,11,3128.500000000000000,5.500000000000000,6257.000000000000000,2,3123,3123,3123,3134,1501,15,1,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1501_WMA
9,Mabale,9,1.000000000000000,0.009999999999999,3028,3028,0,3028.000000000000000,0.000000000000000,3028.000000000000000,1,3028,3028,3028,3028,1501,15,1,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1501_WMA
10,Nekatambe,1,4.000000000000000,0.039999999999995,2779,3609,830,3201.750000000000000,388.320341342042000,12807.000000000000000,4,2779,2779,2850,3609,1502,15,2,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1502_WMA
11,Nemananga,2,2.000000000000000,0.019999999999998,2657,2860,203,2758.500000000000000,101.500000000000000,5517.000000000000000,2,2657,2657,2657,2860,1502,15,2,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1502_WMA
12,Sidinda,3,6.000000000000000,0.059999999999993,2633,3546,913,3118.000000000000000,384.981817752475000,18708.000000000000000,6,2633,2633,2796,3546,1502,15,2,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1502_WMA
13,Simangani,4,5.000000000000000,0.049999999999994,2499,3533,1034,3135.000000000000000,425.894353097103000,15675.000000000000000,5,2499,2499,3417,3533,1502,15,2,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1502_WMA
14,Unknown 16,5,1.000000000000000,0.009999999999999,2690,2690,0,2690.000000000000000,0.000000000000000,2690.000000000000000,1,2690,2690,2690,2690,1502,15,2,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1502_WMA
15,Chidobe,6,1.000000000000000,0.009999999999999,2793,2793,0,2793.000000000000000,0.000000000000000,2793.000000000000000,1,2793,2793,2793,2793,1502,15,2,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1502_WMA
16,Jambezi,7,2.000000000000000,0.019999999999998,2806,2827,21,2816.500000000000000,10.500000000000000,5633.000000000000000,2,2806,2806,2806,2827,1502,15,2,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1502_WMA
17,Kachecheti,8,2.000000000000000,0.019999999999998,2806,2846,40,2826.000000000000000,20.000000000000000,5652.000000000000000,2,2806,2806,2806,2846,1502,15,2,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1502_WMA
18,Mabale,9,1.000000000000000,0.009999999999999,2874,2874,0,2874.000000000000000,0.000000000000000,2874.000000000000000,1,2874,2874,2874,2874,1502,15,2,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1502_WMA
19,Nekatambe,1,4.000000000000000,0.039999999999995,1879,3069,1190,2481.000000000000000,573.945554909174000,9924.000000000000000,4,1879,1879,1936,3069,1503,15,3,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1503_WMA
20,Nemananga,2,2.000000000000000,0.019999999999998,1722,2006,284,1864.000000000000000,142.000000000000000,3728.000000000000000,2,1722,1722,1722,2006,1503,15,3,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1503_WMA
21,Sidinda,3,6.000000000000000,0.059999999999993,1795,3005,1210,2409.333333333330000,548.663122710304000,14456.000000000000000,6,1795,1795,1909,3005,1503,15,3,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1503_WMA
22,Simangani,4,5.000000000000000,0.049999999999994,1633,3009,1376,2486.400000000000000,577.666201192349000,12432.000000000000000,5,1633,1633,2894,3009,1503,15,3,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1503_WMA
23,Unknown 16,5,1.000000000000000,0.009999999999999,1873,1873,0,1873.000000000000000,0.000000000000000,1873.000000000000000,1,1873,1873,1873,1873,1503,15,3,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1503_WMA
24,Chidobe,6,1.000000000000000,0.009999999999999,1923,1923,0,1923.000000000000000,0.000000000000000,1923.000000000000000,1,1923,1923,1923,1923,1503,15,3,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1503_WMA
25,Jambezi,7,2.000000000000000,0.019999999999998,1939,1944,5,1941.500000000000000,2.500000000000000,3883.000000000000000,2,1939,1939,1939,1944,1503,15,3,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1503_WMA
26,Kachecheti,8,2.000000000000000,0.019999999999998,1921,1967,46,1944.000000000000000,23.000000000000000,3888.000000000000000,2,1921,1921,1921,1967,1503,15,3,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1503_WMA
27,Mabale,9,1.000000000000000,0.009999999999999,2024,2024,0,2024.000000000000000,0.000000000000000,2024.000000000000000,1,2024,2024,2024,2024,1503,15,3,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1503_WMA
28,Nekatambe,1,4.000000000000000,0.039999999999995,2225,3143,918,2707.000000000000000,419.294049564265000,10828.000000000000000,4,2225,2225,2356,3143,1504,15,4,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1504_WMA
29,Nemananga,2,2.000000000000000,0.019999999999998,2227,2393,166,2310.000000000000000,83.000000000000000,4620.000000000000000,2,2227,2227,2227,2393,1504,15,4,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1504_WMA
30,Sidinda,3,6.000000000000000,0.059999999999993,2231,3069,838,2661.166666666670000,389.150534997562000,15967.000000000000000,6,2231,2231,2315,3069,1504,15,4,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1504_WMA
31,Simangani,4,5.000000000000000,0.049999999999994,2027,3092,1065,2714.800000000000000,431.040322939745000,13574.000000000000000,5,2027,2027,3011,3092,1504,15,4,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1504_WMA
32,Unknown 16,5,1.000000000000000,0.009999999999999,2305,2305,0,2305.000000000000000,0.000000000000000,2305.000000000000000,1,2305,2305,2305,2305,1504,15,4,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1504_WMA
33,Chidobe,6,1.000000000000000,0.009999999999999,2591,2591,0,2591.000000000000000,0.000000000000000,2591.000000000000000,1,2591,2591,2591,2591,1504,15,4,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1504_WMA
34,Jambezi,7,2.000000000000000,0.019999999999998,2328,2378,50,2353.000000000000000,25.000000000000000,4706.000000000000000,2,2328,2328,2328,2378,1504,15,4,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1504_WMA
35,Kachecheti,8,2.000000000000000,0.019999999999998,2538,2601,63,2569.500000000000000,31.500000000000000,5139.000000000000000,2,2538,2538,2538,2601,1504,15,4,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1504_WMA
36,Mabale,9,1.000000000000000,0.009999999999999,2443,2443,0,2443.000000000000000,0.000000000000000,2443.000000000000000,1,2443,2443,2443,2443,1504,15,4,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1504_WMA
37,Nekatambe,1,4.000000000000000,0.039999999999995,1919,2873,954,2397.000000000000000,450.341537058264000,9588.000000000000000,4,1919,1919,1976,2873,1505,15,5,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1505_WMA
38,Nemananga,2,2.000000000000000,0.019999999999998,1792,2032,240,1912.000000000000000,120.000000000000000,3824.000000000000000,2,1792,1792,1792,2032,1505,15,5,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1505_WMA
39,Sidinda,3,6.000000000000000,0.059999999999993,1931,2811,880,2369.500000000000000,425.168496010699000,14217.000000000000000,6,1931,1931,1965,2811,1505,15,5,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1505_WMA
40,Simangani,4,5.000000000000000,0.049999999999994,1710,2809,1099,2399.400000000000000,465.024988575883000,11997.000000000000000,5,1710,1710,2735,2809,1505,15,5,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1505_WMA
41,Unknown 16,5,1.000000000000000,0.009999999999999,1925,1925,0,1925.000000000000000,0.000000000000000,1925.000000000000000,1,1925,1925,1925,1925,1505,15,5,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1505_WMA
42,Chidobe,6,1.000000000000000,0.009999999999999,2058,2058,0,2058.000000000000000,0.000000000000000,2058.000000000000000,1,2058,2058,2058,2058,1505,15,5,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1505_WMA
43,Jambezi,7,2.000000000000000,0.019999999999998,1987,1995,8,1991.000000000000000,4.000000000000000,3982.000000000000000,2,1987,1987,1987,1995,1505,15,5,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1505_WMA
44,Kachecheti,8,2.000000000000000,0.019999999999998,2079,2088,9,2083.500000000000000,4.500000000000000,4167.000000000000000,2,2079,2079,2079,2088,1505,15,5,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1505_WMA
45,Mabale,9,1.000000000000000,0.009999999999999,1987,1987,0,1987.000000000000000,0.000000000000000,1987.000000000000000,1,1987,1987,1987,1987,1505,15,5,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1505_WMA
46,Nekatambe,1,4.000000000000000,0.039999999999995,1727,2721,994,2215.250000000000000,475.827896933335000,8861.000000000000000,4,1727,1727,1753,2721,1506,15,6,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1506_WMA
47,Nemananga,2,2.000000000000000,0.019999999999998,1595,1826,231,1710.500000000000000,115.500000000000000,3421.000000000000000,2,1595,1595,1595,1826,1506,15,6,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1506_WMA
48,Sidinda,3,6.000000000000000,0.059999999999993,1742,2686,944,2207.333333333330000,454.314746501683000,13244.000000000000000,6,1742,1742,1763,2686,1506,15,6,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1506_WMA
49,Simangani,4,5.000000000000000,0.049999999999994,1554,2650,1096,2229.200000000000000,480.193044514391000,11146.000000000000000,5,1554,1554,2583,2650,1506,15,6,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1506_WMA
50,Unknown 16,5,1.000000000000000,0.009999999999999,1715,1715,0,1715.000000000000000,0.000000000000000,1715.000000000000000,1,1715,1715,1715,1715,1506,15,6,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1506_WMA
51,Chidobe,6,1.000000000000000,0.009999999999999,1815,1815,0,1815.000000000000000,0.000000000000000,1815.000000000000000,1,1815,1815,1815,1815,1506,15,6,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1506_WMA
52,Jambezi,7,2.000000000000000,0.019999999999998,1784,1796,12,1790.000000000000000,6.000000000000000,3580.000000000000000,2,1784,1784,1784,1796,1506,15,6,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1506_WMA
53,Kachecheti,8,2.000000000000000,0.019999999999998,1838,1856,18,1847.000000000000000,9.000000000000000,3694.000000000000000,2,1838,1838,1838,1856,1506,15,6,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1506_WMA
54,Mabale,9,1.000000000000000,0.009999999999999,1719,1719,0,1719.000000000000000,0.000000000000000,1719.000000000000000,1,1719,1719,1719,1719,1506,15,6,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1506_WMA
55,Nekatambe,1,4.000000000000000,0.039999999999995,1644,2634,990,2126.500000000000000,476.063808748365000,8506.000000000000000,4,1644,1644,1658,2634,1507,15,7,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1507_WMA
56,Nemananga,2,2.000000000000000,0.019999999999998,1524,1736,212,1630.000000000000000,106.000000000000000,3260.000000000000000,2,1524,1524,1524,1736,1507,15,7,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1507_WMA
57,Sidinda,3,6.000000000000000,0.059999999999993,1658,2618,960,2129.833333333330000,459.869697728486000,12779.000000000000000,6,1658,1658,1677,2618,1507,15,7,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1507_WMA
58,Simangani,4,5.000000000000000,0.049999999999994,1496,2562,1066,2147.600000000000000,474.710269532902000,10738.000000000000000,5,1496,1496,2500,2562,1507,15,7,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1507_WMA
59,Unknown 16,5,1.000000000000000,0.009999999999999,1628,1628,0,1628.000000000000000,0.000000000000000,1628.000000000000000,1,1628,1628,1628,1628,1507,15,7,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1507_WMA
60,Chidobe,6,1.000000000000000,0.009999999999999,1716,1716,0,1716.000000000000000,0.000000000000000,1716.000000000000000,1,1716,1716,1716,1716,1507,15,7,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1507_WMA
61,Jambezi,7,2.000000000000000,0.019999999999998,1694,1712,18,1703.000000000000000,9.000000000000000,3406.000000000000000,2,1694,1694,1694,1712,1507,15,7,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1507_WMA
62,Kachecheti,8,2.000000000000000,0.019999999999998,1738,1756,18,1747.000000000000000,9.000000000000000,3494.000000000000000,2,1738,1738,1738,1756,1507,15,7,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1507_WMA
63,Mabale,9,1.000000000000000,0.009999999999999,1613,1613,0,1613.000000000000000,0.000000000000000,1613.000000000000000,1,1613,1613,1613,1613,1507,15,7,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1507_WMA
64,Nekatambe,1,4.000000000000000,0.039999999999995,1603,2584,981,2079.250000000000000,472.337472047264000,8317.000000000000000,4,1603,1603,1612,2584,1508,15,8,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1508_WMA
65,Nemananga,2,2.000000000000000,0.019999999999998,1489,1687,198,1588.000000000000000,99.000000000000000,3176.000000000000000,2,1489,1489,1489,1687,1508,15,8,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1508_WMA
66,Sidinda,3,6.000000000000000,0.059999999999993,1617,2579,962,2088.333333333330000,459.745823496225000,12530.000000000000000,6,1617,1617,1637,2579,1508,15,8,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1508_WMA
67,Simangani,4,5.000000000000000,0.049999999999994,1470,2512,1042,2104.200000000000000,467.333884925970000,10521.000000000000000,5,1470,1470,2452,2512,1508,15,8,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1508_WMA
68,Unknown 16,5,1.000000000000000,0.009999999999999,1588,1588,0,1588.000000000000000,0.000000000000000,1588.000000000000000,1,1588,1588,1588,1588,1508,15,8,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1508_WMA
69,Chidobe,6,1.000000000000000,0.009999999999999,1663,1663,0,1663.000000000000000,0.000000000000000,1663.000000000000000,1,1663,1663,1663,1663,1508,15,8,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1508_WMA
70,Jambezi,7,2.000000000000000,0.019999999999998,1648,1667,19,1657.500000000000000,9.500000000000000,3315.000000000000000,2,1648,1648,1648,1667,1508,15,8,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1508_WMA
71,Kachecheti,8,2.000000000000000,0.019999999999998,1683,1701,18,1692.000000000000000,9.000000000000000,3384.000000000000000,2,1683,1683,1683,1701,1508,15,8,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1508_WMA
